index,true_name,image_path,phase,status,matched,pred_id,pred_name,pred_bucket,similarity,correct,faces,width,height,box,detect_ms,recognize_ms,enroll_ms,total_ms,esp_err,error
53,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_080_04_crop_128.png,test,ok,True,1,Face_1,Face_1,0.555549,yes,1,128,128,"{""x"": 38, ""y"": 0, ""w"": 83, ""h"": 119}",55,564,,620,,
54,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_140_14_crop_128.png,test,ok,True,2,Face_1,Face_1,0.753904,yes,1,128,128,"{""x"": 27, ""y"": 2, ""w"": 81, ""h"": 111}",53,566,,620,,
55,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_190_00_crop_128.png,test,ok,True,2,Face_1,Face_1,0.565627,yes,1,128,128,"{""x"": 12, ""y"": 0, ""w"": 81, ""h"": 118}",53,566,,620,,
56,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_120_01_crop_128.png,test,ok,False,-1,,__stranger__,0,no,1,128,128,"{""x"": 37, ""y"": 0, ""w"": 74, ""h"": 125}",53,568,,621,,
57,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_080_17_crop_128.png,test,ok,True,1,Face_1,Face_1,0.61369,yes,1,128,128,"{""x"": 36, ""y"": 0, ""w"": 85, ""h"": 120}",54,566,,620,,
58,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_080_15_crop_128.png,test,ok,True,1,Face_1,Face_1,0.558473,yes,1,128,128,"{""x"": 33, ""y"": 0, ""w"": 87, ""h"": 119}",54,569,,623,,
59,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_02_120_11_crop_128.png,test,ok,False,,,__no_face__,,no,0,128,128,"""""",45,,,,,no_face
60,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_130_01_crop_128.png,test,ok,True,1,Face_1,Face_1,0.645513,yes,1,128,128,"{""x"": 27, ""y"": 0, ""w"": 91, ""h"": 119}",54,565,,619,,
61,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_190_08_crop_128.png,test,ok,True,2,Face_1,Face_1,0.626936,yes,1,128,128,"{""x"": 14, ""y"": 1, ""w"": 77, ""h"": 111}",54,565,,619,,
62,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_041_18_crop_128.png,test,ok,True,2,Face_1,Face_1,0.761244,yes,1,128,128,"{""x"": 15, ""y"": 0, ""w"": 81, ""h"": 117}",53,567,,621,,
63,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_080_01_crop_128.png,test,ok,True,1,Face_1,Face_1,0.598832,yes,1,128,128,"{""x"": 29, ""y"": 0, ""w"": 84, ""h"": 120}",53,567,,621,,
64,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_050_16_crop_128.png,test,ok,True,1,Face_1,Face_1,0.797112,yes,1,128,128,"{""x"": 15, ""y"": 1, ""w"": 82, ""h"": 116}",53,568,,621,,
65,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_080_08_crop_128.png,test,ok,True,3,Face_1,Face_1,0.628406,yes,1,128,128,"{""x"": 33, ""y"": 0, ""w"": 83, ""h"": 118}",53,566,,620,,
66,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_080_09_crop_128.png,test,ok,True,1,Face_1,Face_1,0.650049,yes,1,128,128,"{""x"": 32, ""y"": 0, ""w"": 87, ""h"": 117}",53,564,,618,,
67,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_050_07_crop_128.png,test,ok,True,3,Face_1,Face_1,0.829022,yes,1,128,128,"{""x"": 17, ""y"": 0, ""w"": 79, ""h"": 118}",53,565,,619,,
68,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_140_17_crop_128.png,test,ok,True,1,Face_1,Face_1,0.804956,yes,1,128,128,"{""x"": 29, ""y"": 0, ""w"": 84, ""h"": 118}",53,566,,620,,
69,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_140_05_crop_128.png,test,ok,True,2,Face_1,Face_1,0.875982,yes,1,128,128,"{""x"": 28, ""y"": 2, ""w"": 80, ""h"": 114}",53,567,,621,,
70,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_130_07_crop_128.png,test,ok,True,3,Face_1,Face_1,0.74552,yes,1,128,128,"{""x"": 30, ""y"": 0, ""w"": 91, ""h"": 120}",54,568,,622,,
71,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_041_10_crop_128.png,test,ok,True,1,Face_1,Face_1,0.78813,yes,1,128,128,"{""x"": 8, ""y"": 0, ""w"": 84, ""h"": 122}",54,566,,620,,
72,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_051_18_crop_128.png,test,ok,True,1,Face_1,Face_1,0.831303,yes,1,128,128,"{""x"": 21, ""y"": 4, ""w"": 83, ""h"": 112}",53,566,,620,,
73,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_140_19_crop_128.png,test,ok,True,1,Face_1,Face_1,0.689011,yes,1,128,128,"{""x"": 25, ""y"": 0, ""w"": 83, ""h"": 116}",53,566,,620,,
74,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_090_12_crop_128.png,test,ok,False,,,__no_face__,,no,0,128,128,"""""",45,,,,,no_face
75,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_041_03_crop_128.png,test,ok,True,2,Face_1,Face_1,0.610333,yes,1,128,128,"{""x"": 14, ""y"": 6, ""w"": 72, ""h"": 113}",54,564,,618,,
76,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_050_04_crop_128.png,test,ok,True,2,Face_1,Face_1,0.830902,yes,1,128,128,"{""x"": 15, ""y"": 1, ""w"": 81, ""h"": 121}",53,564,,618,,
77,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_080_07_crop_128.png,test,ok,True,3,Face_1,Face_1,0.608956,yes,1,128,128,"{""x"": 32, ""y"": 0, ""w"": 84, ""h"": 119}",53,567,,621,,
78,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_130_17_crop_128.png,test,ok,True,1,Face_1,Face_1,0.745934,yes,1,128,128,"{""x"": 23, ""y"": 0, ""w"": 96, ""h"": 121}",53,568,,622,,
79,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_050_15_crop_128.png,test,ok,True,2,Face_1,Face_1,0.806926,yes,1,128,128,"{""x"": 14, ""y"": 1, ""w"": 86, ""h"": 117}",55,566,,621,,
80,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_130_09_crop_128.png,test,ok,True,1,Face_1,Face_1,0.775985,yes,1,128,128,"{""x"": 31, ""y"": 0, ""w"": 90, ""h"": 122}",53,567,,620,,
81,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_050_18_crop_128.png,test,ok,True,1,Face_1,Face_1,0.845417,yes,1,128,128,"{""x"": 13, ""y"": 1, ""w"": 85, ""h"": 117}",53,567,,621,,
82,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_041_06_crop_128.png,test,ok,True,2,Face_1,Face_1,0.782274,yes,1,128,128,"{""x"": 15, ""y"": 2, ""w"": 75, ""h"": 112}",53,565,,619,,
83,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_041_08_crop_128.png,test,ok,True,2,Face_1,Face_1,0.821181,yes,1,128,128,"{""x"": 14, ""y"": 1, ""w"": 79, ""h"": 116}",53,566,,620,,
84,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_050_14_crop_128.png,test,ok,True,2,Face_1,Face_1,0.759612,yes,1,128,128,"{""x"": 14, ""y"": 1, ""w"": 83, ""h"": 116}",53,568,,622,,
85,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_120_12_crop_128.png,test,ok,False,,,__no_face__,,no,0,128,128,"""""",46,,,,,no_face
86,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_130_12_crop_128.png,test,ok,True,1,Face_1,Face_1,0.633434,yes,1,128,128,"{""x"": 33, ""y"": 0, ""w"": 87, ""h"": 123}",54,566,,620,,
87,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_190_18_crop_128.png,test,ok,True,2,Face_1,Face_1,0.557671,yes,1,128,128,"{""x"": 10, ""y"": 2, ""w"": 80, ""h"": 114}",53,566,,620,,
88,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_050_10_crop_128.png,test,ok,True,1,Face_1,Face_1,0.835834,yes,1,128,128,"{""x"": 16, ""y"": 0, ""w"": 82, ""h"": 120}",54,567,,621,,
89,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_140_08_crop_128.png,test,ok,True,3,Face_1,Face_1,0.83711,yes,1,128,128,"{""x"": 29, ""y"": 0, ""w"": 82, ""h"": 115}",54,565,,619,,
90,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_080_16_crop_128.png,test,ok,True,3,Face_1,Face_1,0.5567,yes,1,128,128,"{""x"": 37, ""y"": 0, ""w"": 87, ""h"": 117}",54,566,,621,,
91,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_190_12_crop_128.png,test,ok,True,1,Face_1,Face_1,0.57561,yes,1,128,128,"{""x"": 11, ""y"": 2, ""w"": 78, ""h"": 114}",53,566,,620,,
92,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_050_13_crop_128.png,test,ok,True,1,Face_1,Face_1,0.749269,yes,1,128,128,"{""x"": 16, ""y"": 4, ""w"": 81, ""h"": 113}",53,565,,619,,
93,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_041_00_crop_128.png,test,ok,True,3,Face_1,Face_1,0.583524,yes,1,128,128,"{""x"": 14, ""y"": 3, ""w"": 81, ""h"": 111}",53,565,,619,,
94,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_02_090_00_crop_128.png,test,ok,False,-1,,__stranger__,0,no,1,128,128,"{""x"": 21, ""y"": 0, ""w"": 84, ""h"": 118}",54,565,,619,,
95,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_130_08_crop_128.png,test,ok,True,3,Face_1,Face_1,0.781348,yes,1,128,128,"{""x"": 29, ""y"": 0, ""w"": 92, ""h"": 122}",54,564,,619,,
96,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_02_050_10_crop_128.png,test,ok,True,1,Face_1,Face_1,0.749324,yes,1,128,128,"{""x"": 17, ""y"": 0, ""w"": 86, ""h"": 117}",54,567,,621,,
97,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_130_04_crop_128.png,test,ok,True,2,Face_1,Face_1,0.760507,yes,1,128,128,"{""x"": 26, ""y"": 0, ""w"": 93, ""h"": 121}",53,566,,619,,
98,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_190_15_crop_128.png,test,ok,True,2,Face_1,Face_1,0.680758,yes,1,128,128,"{""x"": 10, ""y"": 0, ""w"": 84, ""h"": 120}",54,566,,620,,
99,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_050_19_crop_128.png,test,ok,True,1,Face_1,Face_1,0.694748,yes,1,128,128,"{""x"": 15, ""y"": 3, ""w"": 83, ""h"": 115}",53,567,,621,,
100,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_140_06_crop_128.png,test,ok,True,3,Face_1,Face_1,0.89126,yes,1,128,128,"{""x"": 27, ""y"": 0, ""w"": 82, ""h"": 119}",54,565,,619,,
101,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_190_05_crop_128.png,test,ok,True,2,Face_1,Face_1,0.721289,yes,1,128,128,"{""x"": 8, ""y"": 0, ""w"": 84, ""h"": 120}",53,566,,620,,
102,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_140_15_crop_128.png,test,ok,True,2,Face_1,Face_1,0.775954,yes,1,128,128,"{""x"": 30, ""y"": 2, ""w"": 79, ""h"": 113}",53,567,,621,,
103,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_130_15_crop_128.png,test,ok,True,3,Face_1,Face_1,0.710476,yes,1,128,128,"{""x"": 26, ""y"": 0, ""w"": 94, ""h"": 122}",54,564,,619,,
104,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_051_10_crop_128.png,test,ok,True,1,Face_1,Face_1,0.877119,yes,1,128,128,"{""x"": 22, ""y"": 5, ""w"": 81, ""h"": 111}",54,565,,620,,
105,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_051_07_crop_128.png,test,ok,True,3,Face_1,Face_1,0.870341,yes,1,128,128,"{""x"": 22, ""y"": 2, ""w"": 82, ""h"": 113}",53,567,,621,,
106,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_190_17_crop_128.png,test,ok,True,1,Face_1,Face_1,0.608926,yes,1,128,128,"{""x"": 9, ""y"": 0, ""w"": 82, ""h"": 116}",53,565,,619,,
107,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_02_090_01_crop_128.png,test,ok,False,-1,,__stranger__,0,no,1,128,128,"{""x"": 22, ""y"": 0, ""w"": 87, ""h"": 121}",54,568,,622,,
108,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_041_05_crop_128.png,test,ok,True,2,Face_1,Face_1,0.864652,yes,1,128,128,"{""x"": 13, ""y"": 0, ""w"": 83, ""h"": 116}",54,567,,622,,
109,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_130_05_crop_128.png,test,ok,True,2,Face_1,Face_1,0.760209,yes,1,128,128,"{""x"": 32, ""y"": 0, ""w"": 92, ""h"": 120}",54,569,,623,,
110,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_140_10_crop_128.png,test,ok,True,1,Face_1,Face_1,0.859243,yes,1,128,128,"{""x"": 28, ""y"": 0, ""w"": 81, ""h"": 114}",53,567,,621,,
111,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_041_15_crop_128.png,test,ok,True,2,Face_1,Face_1,0.797105,yes,1,128,128,"{""x"": 13, ""y"": 0, ""w"": 84, ""h"": 117}",53,566,,620,,
112,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_140_04_crop_128.png,test,ok,True,2,Face_1,Face_1,0.808642,yes,1,128,128,"{""x"": 29, ""y"": 2, ""w"": 80, ""h"": 111}",54,565,,619,,
113,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_190_14_crop_128.png,test,ok,True,3,Face_1,Face_1,0.575968,yes,1,128,128,"{""x"": 15, ""y"": 4, ""w"": 74, ""h"": 115}",53,566,,620,,
114,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_041_19_crop_128.png,test,ok,True,1,Face_1,Face_1,0.64231,yes,1,128,128,"{""x"": 14, ""y"": 4, ""w"": 80, ""h"": 111}",54,566,,620,,
115,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_050_06_crop_128.png,test,ok,True,3,Face_1,Face_1,0.85153,yes,1,128,128,"{""x"": 17, ""y"": 0, ""w"": 82, ""h"": 116}",54,564,,619,,
116,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_051_08_crop_128.png,test,ok,True,3,Face_1,Face_1,0.889988,yes,1,128,128,"{""x"": 24, ""y"": 1, ""w"": 80, ""h"": 115}",53,566,,620,,
117,Face_1,D:\Project_TotNghiep\face_dataset\Face_1\003_01_01_051_13_crop_128.png,test,ok,True,1,Face_1,Face_1,0.733289,yes,1,128,128,"{""x"": 20, ""y"": 1, ""w"": 86, ""h"": 118}",54,568,,623,,
